col1, col2, col3, col4, col5, pk, col1, col2, col3, pk2
6, 16, 14, 70, 4, 6, 99, 6, 33, 5
12, 39, 22, 8, 71, 9, 95, 12, 97, 2
60, 76, 14, 95, 41, 10, 92, 60, 86, 10
60, 36, 83, 61, 36, 7, 92, 60, 86, 10
18, 21, 13, 5, 23, 5, 4, 18, 70, 10
18, 21, 13, 5, 23, 5, 37, 18, 18, 2
30, 54, 74, 5, 30, 10, 11, 30, 65, 1
30, 54, 74, 5, 30, 10, 54, 30, 45, 7
6, 24, 36, 59, 13, 7, 41, 6, 19, 7
6, 24, 36, 59, 13, 7, 99, 6, 33, 5
84, 9, 80, 41, 27, 9, 74, 84, 82, 1
48, 30, 92, 2, 31, 9, 9, 48, 100, 8
90, 54, 97, 77, 2, 2, 22, 90, 56, 4
78, 17, 10, 49, 99, 1, 64, 78, 3, 9
66, 48, 38, 46, 72, 10, 25, 66, 8, 4
66, 48, 38, 46, 72, 10, 7, 66, 87, 6
66, 55, 45, 33, 65, 9, 25, 66, 8, 4
66, 55, 45, 33, 65, 9, 7, 66, 87, 6
6, 98, 30, 41, 61, 1, 41, 6, 19, 7
6, 98, 30, 41, 61, 1, 99, 6, 33, 5
24, 62, 58, 20, 2, 9, 68, 24, 41, 4
36, 39, 49, 48, 56, 4, 77, 36, 93, 3
90, 69, 99, 77, 5, 4, 22, 90, 56, 4
24, 8, 8, 75, 59, 1, 68, 24, 41, 4
84, 17, 36, 24, 90, 5, 74, 84, 82, 1
48, 18, 83, 25, 85, 6, 9, 48, 100, 8
6, 76, 29, 38, 80, 5, 41, 6, 19, 7
6, 76, 29, 38, 80, 5, 99, 6, 33, 5
78, 34, 92, 20, 32, 10, 64, 78, 3, 9
36, 83, 7, 34, 1, 8, 77, 36, 93, 3
24, 9, 16, 67, 89, 8, 68, 24, 41, 4
18, 40, 85, 33, 46, 6, 4, 18, 70, 10
18, 40, 85, 33, 46, 6, 37, 18, 18, 2
30, 62, 40, 56, 48, 1, 11, 30, 65, 1
30, 62, 40, 56, 48, 1, 54, 30, 45, 7
6, 3, 70, 17, 38, 9, 41, 6, 19, 7
6, 3, 70, 17, 38, 9, 99, 6, 33, 5
90, 93, 8, 19, 68, 4, 22, 90, 56, 4
12, 91, 37, 27, 33, 8, 95, 12, 97, 2
90, 29, 96, 53, 52, 8, 22, 90, 56, 4
48, 9, 22, 79, 42, 2, 9, 48, 100, 8
36, 41, 47, 99, 65, 6, 77, 36, 93, 3
66, 64, 77, 90, 81, 10, 25, 66, 8, 4
66, 64, 77, 90, 81, 10, 7, 66, 87, 6
12, 21, 10, 40, 49, 6, 95, 12, 97, 2
6, 92, 79, 58, 32, 10, 41, 6, 19, 7
6, 92, 79, 58, 32, 10, 99, 6, 33, 5
36, 74, 93, 100, 89, 9, 77, 36, 93, 3
66, 76, 73, 73, 87, 7, 25, 66, 8, 4
66, 76, 73, 73, 87, 7, 7, 66, 87, 6
18, 82, 91, 35, 91, 2, 4, 18, 70, 10
18, 82, 91, 35, 91, 2, 37, 18, 18, 2
84, 20, 79, 39, 44, 3, 74, 84, 82, 1
78, 44, 52, 56, 83, 4, 64, 78, 3, 9
24, 29, 5, 43, 34, 9, 68, 24, 41, 4
84, 68, 7, 97, 24, 6, 74, 84, 82, 1
18, 6, 38, 26, 89, 4, 4, 18, 70, 10
18, 6, 38, 26, 89, 4, 37, 18, 18, 2
36, 38, 3, 34, 61, 8, 77, 36, 93, 3
66, 32, 5, 59, 31, 9, 25, 66, 8, 4
66, 32, 5, 59, 31, 9, 7, 66, 87, 6
84, 99, 77, 71, 74, 3, 74, 84, 82, 1
84, 1, 27, 68, 93, 8, 74, 84, 82, 1
24, 73, 9, 78, 72, 6, 68, 24, 41, 4
78, 81, 85, 1, 76, 4, 64, 78, 3, 9
24, 64, 80, 35, 44, 10, 68, 24, 41, 4
60, 24, 76, 27, 100, 10, 92, 60, 86, 10
60, 77, 22, 70, 23, 3, 92, 60, 86, 10
36, 54, 31, 38, 74, 10, 77, 36, 93, 3
12, 25, 59, 53, 61, 2, 95, 12, 97, 2
30, 44, 81, 49, 19, 10, 11, 30, 65, 1
30, 44, 81, 49, 19, 10, 54, 30, 45, 7
6, 9, 31, 39, 76, 6, 41, 6, 19, 7
6, 9, 31, 39, 76, 6, 99, 6, 33, 5
90, 43, 51, 44, 70, 3, 22, 90, 56, 4
90, 40, 1, 76, 30, 4, 22, 90, 56, 4
60, 25, 7, 80, 94, 3, 92, 60, 86, 10
60, 65, 49, 74, 8, 3, 92, 60, 86, 10
6, 11, 48, 12, 65, 8, 41, 6, 19, 7
6, 11, 48, 12, 65, 8, 99, 6, 33, 5
78, 7, 40, 72, 55, 9, 64, 78, 3, 9
78, 85, 44, 21, 85, 8, 64, 78, 3, 9
78, 15, 47, 54, 41, 6, 64, 78, 3, 9
36, 39, 100, 95, 96, 9, 77, 36, 93, 3
78, 41, 88, 92, 43, 8, 64, 78, 3, 9
84, 100, 1, 5, 96, 3, 74, 84, 82, 1
30, 74, 91, 61, 8, 8, 11, 30, 65, 1
30, 74, 91, 61, 8, 8, 54, 30, 45, 7
12, 29, 17, 2, 10, 4, 95, 12, 97, 2
30, 21, 8, 11, 48, 7, 11, 30, 65, 1
30, 21, 8, 11, 48, 7, 54, 30, 45, 7
48, 83, 7, 10, 59, 7, 9, 48, 100, 8
84, 79, 78, 45, 99, 1, 74, 84, 82, 1
12, 84, 25, 46, 98, 10, 95, 12, 97, 2
36, 19, 30, 37, 4, 3, 77, 36, 93, 3
90, 19, 57, 41, 83, 9, 22, 90, 56, 4
66, 80, 100, 80, 35, 1, 25, 66, 8, 4
66, 80, 100, 80, 35, 1, 7, 66, 87, 6
36, 32, 68, 47, 90, 7, 77, 36, 93, 3
12, 74, 57, 76, 18, 4, 95, 12, 97, 2
30, 89, 35, 59, 96, 10, 11, 30, 65, 1
30, 89, 35, 59, 96, 10, 54, 30, 45, 7
48, 99, 87, 80, 38, 7, 9, 48, 100, 8
90, 68, 82, 69, 78, 1, 22, 90, 56, 4
6, 99, 51, 70, 20, 3, 41, 6, 19, 7
6, 99, 51, 70, 20, 3, 99, 6, 33, 5
30, 56, 97, 50, 62, 9, 11, 30, 65, 1
30, 56, 97, 50, 62, 9, 54, 30, 45, 7
12, 58, 59, 6, 66, 1, 95, 12, 97, 2
6, 78, 8, 13, 87, 3, 41, 6, 19, 7
6, 78, 8, 13, 87, 3, 99, 6, 33, 5
78, 94, 52, 56, 69, 9, 64, 78, 3, 9
66, 31, 76, 34, 44, 7, 25, 66, 8, 4
66, 31, 76, 34, 44, 7, 7, 66, 87, 6
36, 21, 85, 58, 66, 3, 77, 36, 93, 3
36, 85, 35, 91, 32, 2, 77, 36, 93, 3
78, 4, 80, 5, 20, 2, 64, 78, 3, 9
18, 76, 96, 86, 44, 10, 4, 18, 70, 10
18, 76, 96, 86, 44, 10, 37, 18, 18, 2
24, 61, 57, 95, 83, 7, 68, 24, 41, 4
36, 63, 44, 89, 27, 3, 77, 36, 93, 3
78, 54, 53, 39, 91, 6, 64, 78, 3, 9
24, 82, 37, 50, 30, 3, 68, 24, 41, 4
66, 74, 77, 48, 45, 9, 25, 66, 8, 4
66, 74, 77, 48, 45, 9, 7, 66, 87, 6
78, 49, 32, 78, 14, 4, 64, 78, 3, 9
66, 38, 18, 84, 71, 4, 25, 66, 8, 4
66, 38, 18, 84, 71, 4, 7, 66, 87, 6
78, 99, 67, 32, 48, 4, 64, 78, 3, 9
6, 55, 69, 99, 88, 5, 41, 6, 19, 7
6, 55, 69, 99, 88, 5, 99, 6, 33, 5
30, 36, 97, 94, 52, 5, 11, 30, 65, 1
30, 36, 97, 94, 52, 5, 54, 30, 45, 7
6, 14, 100, 96, 30, 2, 41, 6, 19, 7
6, 14, 100, 96, 30, 2, 99, 6, 33, 5
90, 64, 90, 54, 37, 5, 22, 90, 56, 4
30, 51, 88, 86, 94, 2, 11, 30, 65, 1
30, 51, 88, 86, 94, 2, 54, 30, 45, 7
66, 12, 51, 67, 57, 10, 25, 66, 8, 4
66, 12, 51, 67, 57, 10, 7, 66, 87, 6
36, 86, 38, 88, 35, 10, 77, 36, 93, 3
84, 6, 38, 65, 10, 4, 74, 84, 82, 1
36, 72, 27, 55, 49, 2, 77, 36, 93, 3
6, 10, 53, 90, 23, 2, 41, 6, 19, 7
6, 10, 53, 90, 23, 2, 99, 6, 33, 5
24, 64, 38, 10, 47, 1, 68, 24, 41, 4
84, 88, 95, 59, 53, 8, 74, 84, 82, 1
66, 60, 17, 77, 76, 1, 25, 66, 8, 4
66, 60, 17, 77, 76, 1, 7, 66, 87, 6
30, 61, 52, 17, 22, 4, 11, 30, 65, 1
30, 61, 52, 17, 22, 4, 54, 30, 45, 7
36, 19, 40, 70, 2, 9, 77, 36, 93, 3
36, 64, 20, 19, 96, 6, 77, 36, 93, 3
24, 27, 43, 33, 75, 3, 68, 24, 41, 4
6, 49, 47, 58, 34, 5, 41, 6, 19, 7
6, 49, 47, 58, 34, 5, 99, 6, 33, 5
36, 96, 91, 61, 45, 8, 77, 36, 93, 3
84, 43, 88, 23, 66, 5, 74, 84, 82, 1
60, 69, 50, 83, 61, 5, 92, 60, 86, 10
36, 31, 87, 52, 83, 8, 77, 36, 93, 3
36, 57, 30, 79, 20, 5, 77, 36, 93, 3
90, 62, 84, 42, 94, 8, 22, 90, 56, 4
36, 62, 28, 18, 82, 2, 77, 36, 93, 3
66, 20, 31, 92, 21, 10, 25, 66, 8, 4
66, 20, 31, 92, 21, 10, 7, 66, 87, 6
84, 58, 48, 7, 50, 8, 74, 84, 82, 1
48, 36, 2, 19, 6, 5, 9, 48, 100, 8
18, 53, 48, 64, 8, 9, 4, 18, 70, 10
18, 53, 48, 64, 8, 9, 37, 18, 18, 2
12, 24, 70, 62, 22, 10, 95, 12, 97, 2
12, 44, 57, 23, 57, 4, 95, 12, 97, 2
36, 95, 57, 26, 72, 6, 77, 36, 93, 3
78, 9, 15, 80, 82, 4, 64, 78, 3, 9
12, 55, 43, 67, 59, 2, 95, 12, 97, 2
30, 70, 99, 98, 89, 7, 11, 30, 65, 1
30, 70, 99, 98, 89, 7, 54, 30, 45, 7
66, 57, 38, 36, 55, 9, 25, 66, 8, 4
66, 57, 38, 36, 55, 9, 7, 66, 87, 6
36, 43, 86, 30, 64, 3, 77, 36, 93, 3
36, 34, 98, 54, 10, 6, 77, 36, 93, 3
84, 66, 29, 50, 54, 10, 74, 84, 82, 1
84, 11, 26, 22, 14, 5, 74, 84, 82, 1
12, 59, 30, 92, 49, 4, 95, 12, 97, 2
60, 91, 41, 57, 23, 3, 92, 60, 86, 10
6, 43, 71, 31, 61, 4, 41, 6, 19, 7
6, 43, 71, 31, 61, 4, 99, 6, 33, 5
48, 92, 30, 24, 34, 6, 9, 48, 100, 8
12, 87, 34, 57, 84, 4, 95, 12, 97, 2
84, 77, 22, 71, 78, 2, 74, 84, 82, 1
90, 80, 39, 99, 31, 9, 22, 90, 56, 4
30, 4, 52, 83, 66, 2, 11, 30, 65, 1
30, 4, 52, 83, 66, 2, 54, 30, 45, 7
60, 18, 18, 27, 45, 5, 92, 60, 86, 10
84, 50, 21, 35, 14, 8, 74, 84, 82, 1
30, 34, 76, 66, 86, 7, 11, 30, 65, 1
30, 34, 76, 66, 86, 7, 54, 30, 45, 7
36, 16, 82, 86, 41, 7, 77, 36, 93, 3
48, 58, 69, 3, 73, 2, 9, 48, 100, 8
30, 81, 78, 38, 12, 1, 11, 30, 65, 1
30, 81, 78, 38, 12, 1, 54, 30, 45, 7
6, 56, 85, 5, 5, 3, 41, 6, 19, 7
6, 56, 85, 5, 5, 3, 99, 6, 33, 5
78, 67, 88, 40, 46, 1, 64, 78, 3, 9
60, 10, 77, 68, 99, 10, 92, 60, 86, 10
12, 21, 75, 49, 49, 9, 95, 12, 97, 2
36, 14, 9, 66, 6, 8, 77, 36, 93, 3
24, 8, 69, 59, 81, 8, 68, 24, 41, 4
48, 14, 9, 90, 95, 4, 9, 48, 100, 8
30, 51, 32, 53, 60, 5, 11, 30, 65, 1
30, 51, 32, 53, 60, 5, 54, 30, 45, 7
36, 49, 61, 70, 8, 10, 77, 36, 93, 3
12, 45, 23, 94, 26, 10, 95, 12, 97, 2
48, 81, 16, 31, 62, 2, 9, 48, 100, 8
60, 23, 23, 59, 33, 3, 92, 60, 86, 10
60, 71, 57, 77, 58, 1, 92, 60, 86, 10
84, 82, 28, 17, 55, 8, 74, 84, 82, 1
84, 85, 86, 23, 16, 10, 74, 84, 82, 1
36, 54, 9, 57, 57, 8, 77, 36, 93, 3
30, 74, 70, 40, 34, 8, 11, 30, 65, 1
30, 74, 70, 40, 34, 8, 54, 30, 45, 7
12, 6, 98, 20, 33, 4, 95, 12, 97, 2
78, 33, 76, 97, 80, 7, 64, 78, 3, 9
36, 64, 47, 2, 35, 3, 77, 36, 93, 3
48, 60, 98, 45, 66, 6, 9, 48, 100, 8
90, 77, 66, 66, 8, 9, 22, 90, 56, 4
24, 87, 16, 33, 36, 3, 68, 24, 41, 4
90, 99, 64, 14, 43, 3, 22, 90, 56, 4
48, 9, 22, 7, 15, 2, 9, 48, 100, 8
60, 75, 51, 68, 60, 5, 92, 60, 86, 10
66, 96, 95, 8, 76, 10, 25, 66, 8, 4
66, 96, 95, 8, 76, 10, 7, 66, 87, 6
66, 17, 86, 94, 99, 4, 25, 66, 8, 4
66, 17, 86, 94, 99, 4, 7, 66, 87, 6
48, 25, 65, 38, 47, 2, 9, 48, 100, 8
30, 86, 44, 35, 62, 3, 11, 30, 65, 1
30, 86, 44, 35, 62, 3, 54, 30, 45, 7
6, 80, 41, 82, 39, 8, 41, 6, 19, 7
6, 80, 41, 82, 39, 8, 99, 6, 33, 5
18, 62, 38, 28, 95, 10, 4, 18, 70, 10
18, 62, 38, 28, 95, 10, 37, 18, 18, 2
12, 43, 56, 89, 12, 7, 95, 12, 97, 2
36, 91, 60, 90, 51, 1, 77, 36, 93, 3
84, 97, 42, 60, 23, 10, 74, 84, 82, 1
48, 80, 45, 3, 83, 3, 9, 48, 100, 8
60, 68, 55, 88, 66, 10, 92, 60, 86, 10
24, 26, 95, 88, 45, 9, 68, 24, 41, 4
36, 19, 97, 24, 90, 6, 77, 36, 93, 3
36, 2, 1, 55, 66, 3, 77, 36, 93, 3
36, 5, 89, 47, 68, 7, 77, 36, 93, 3
48, 33, 13, 88, 35, 10, 9, 48, 100, 8
30, 12, 86, 20, 53, 10, 11, 30, 65, 1
30, 12, 86, 20, 53, 10, 54, 30, 45, 7
66, 74, 22, 24, 87, 1, 25, 66, 8, 4
66, 74, 22, 24, 87, 1, 7, 66, 87, 6
78, 89, 8, 61, 89, 3, 64, 78, 3, 9
12, 94, 24, 77, 40, 3, 95, 12, 97, 2
6, 12, 94, 16, 83, 8, 41, 6, 19, 7
6, 12, 94, 16, 83, 8, 99, 6, 33, 5
18, 26, 90, 17, 49, 5, 4, 18, 70, 10
18, 26, 90, 17, 49, 5, 37, 18, 18, 2
18, 69, 85, 67, 71, 8, 4, 18, 70, 10
18, 69, 85, 67, 71, 8, 37, 18, 18, 2
12, 96, 48, 3, 68, 9, 95, 12, 97, 2
90, 62, 34, 94, 7, 10, 22, 90, 56, 4
66, 15, 61, 70, 73, 3, 25, 66, 8, 4
66, 15, 61, 70, 73, 3, 7, 66, 87, 6
90, 22, 21, 45, 66, 4, 22, 90, 56, 4
48, 43, 53, 37, 39, 6, 9, 48, 100, 8
24, 31, 54, 70, 11, 2, 68, 24, 41, 4
36, 62, 86, 5, 20, 4, 77, 36, 93, 3
48, 71, 48, 68, 67, 10, 9, 48, 100, 8
90, 2, 8, 65, 15, 7, 22, 90, 56, 4
36, 62, 7, 94, 95, 1, 77, 36, 93, 3
24, 87, 39, 89, 3, 4, 68, 24, 41, 4
66, 89, 1, 93, 79, 2, 25, 66, 8, 4
66, 89, 1, 93, 79, 2, 7, 66, 87, 6
78, 24, 71, 100, 85, 2, 64, 78, 3, 9
66, 33, 74, 53, 24, 6, 25, 66, 8, 4
66, 33, 74, 53, 24, 6, 7, 66, 87, 6
18, 45, 54, 60, 42, 6, 4, 18, 70, 10
18, 45, 54, 60, 42, 6, 37, 18, 18, 2
48, 16, 84, 59, 60, 9, 9, 48, 100, 8
30, 24, 8, 16, 82, 10, 11, 30, 65, 1
30, 24, 8, 16, 82, 10, 54, 30, 45, 7
6, 22, 87, 86, 83, 10, 41, 6, 19, 7
6, 22, 87, 86, 83, 10, 99, 6, 33, 5
90, 69, 52, 55, 45, 5, 22, 90, 56, 4
60, 70, 90, 50, 66, 7, 92, 60, 86, 10
24, 64, 30, 2, 51, 9, 68, 24, 41, 4
30, 2, 56, 77, 38, 5, 11, 30, 65, 1
30, 2, 56, 77, 38, 5, 54, 30, 45, 7
30, 65, 79, 39, 32, 1, 11, 30, 65, 1
30, 65, 79, 39, 32, 1, 54, 30, 45, 7
90, 58, 48, 71, 23, 10, 22, 90, 56, 4
36, 28, 18, 44, 51, 5, 77, 36, 93, 3
78, 79, 29, 20, 24, 10, 64, 78, 3, 9
66, 83, 94, 69, 39, 2, 25, 66, 8, 4
66, 83, 94, 69, 39, 2, 7, 66, 87, 6
48, 13, 82, 32, 38, 2, 9, 48, 100, 8
78, 69, 84, 22, 93, 4, 64, 78, 3, 9
90, 39, 70, 34, 23, 9, 22, 90, 56, 4
90, 77, 6, 90, 9, 1, 22, 90, 56, 4
60, 1, 38, 30, 35, 4, 92, 60, 86, 10
18, 47, 17, 20, 98, 5, 4, 18, 70, 10
18, 47, 17, 20, 98, 5, 37, 18, 18, 2
30, 89, 54, 60, 96, 9, 11, 30, 65, 1
30, 89, 54, 60, 96, 9, 54, 30, 45, 7
30, 34, 98, 84, 3, 10, 11, 30, 65, 1
30, 34, 98, 84, 3, 10, 54, 30, 45, 7
78, 77, 7, 54, 46, 1, 64, 78, 3, 9
66, 66, 77, 44, 91, 4, 25, 66, 8, 4
66, 66, 77, 44, 91, 4, 7, 66, 87, 6
30, 6, 97, 70, 38, 3, 11, 30, 65, 1
30, 6, 97, 70, 38, 3, 54, 30, 45, 7
78, 9, 59, 43, 72, 5, 64, 78, 3, 9
90, 49, 4, 84, 31, 10, 22, 90, 56, 4
78, 27, 91, 48, 16, 1, 64, 78, 3, 9
90, 79, 48, 51, 5, 2, 22, 90, 56, 4
36, 41, 22, 46, 21, 5, 77, 36, 93, 3
60, 24, 3, 41, 4, 3, 92, 60, 86, 10
60, 10, 96, 42, 78, 6, 92, 60, 86, 10
66, 64, 67, 99, 43, 4, 25, 66, 8, 4
66, 64, 67, 99, 43, 4, 7, 66, 87, 6
18, 74, 65, 11, 86, 1, 4, 18, 70, 10
18, 74, 65, 11, 86, 1, 37, 18, 18, 2
6, 63, 96, 24, 68, 4, 41, 6, 19, 7
6, 63, 96, 24, 68, 4, 99, 6, 33, 5
24, 79, 29, 96, 82, 5, 68, 24, 41, 4
6, 41, 76, 53, 83, 10, 41, 6, 19, 7
6, 41, 76, 53, 83, 10, 99, 6, 33, 5
36, 33, 96, 84, 97, 4, 77, 36, 93, 3
6, 39, 82, 19, 94, 5, 41, 6, 19, 7
6, 39, 82, 19, 94, 5, 99, 6, 33, 5
90, 70, 89, 5, 61, 3, 22, 90, 56, 4
30, 18, 100, 9, 92, 1, 11, 30, 65, 1
30, 18, 100, 9, 92, 1, 54, 30, 45, 7
30, 100, 64, 98, 20, 8, 11, 30, 65, 1
30, 100, 64, 98, 20, 8, 54, 30, 45, 7
18, 2, 85, 27, 13, 10, 4, 18, 70, 10
18, 2, 85, 27, 13, 10, 37, 18, 18, 2
24, 94, 25, 78, 9, 4, 68, 24, 41, 4
30, 11, 43, 82, 33, 2, 11, 30, 65, 1
30, 11, 43, 82, 33, 2, 54, 30, 45, 7
24, 9, 90, 54, 42, 3, 68, 24, 41, 4
18, 26, 59, 83, 87, 10, 4, 18, 70, 10
18, 26, 59, 83, 87, 10, 37, 18, 18, 2
18, 13, 77, 32, 9, 10, 4, 18, 70, 10
18, 13, 77, 32, 9, 10, 37, 18, 18, 2
6, 79, 45, 28, 50, 10, 41, 6, 19, 7
6, 79, 45, 28, 50, 10, 99, 6, 33, 5
90, 83, 100, 60, 22, 6, 22, 90, 56, 4
78, 24, 21, 92, 95, 5, 64, 78, 3, 9
78, 30, 52, 21, 74, 6, 64, 78, 3, 9
66, 65, 59, 44, 94, 3, 25, 66, 8, 4
66, 65, 59, 44, 94, 3, 7, 66, 87, 6
48, 41, 33, 81, 3, 3, 9, 48, 100, 8
48, 67, 35, 84, 42, 6, 9, 48, 100, 8
84, 100, 42, 100, 75, 2, 74, 84, 82, 1
30, 84, 8, 39, 75, 4, 11, 30, 65, 1
30, 84, 8, 39, 75, 4, 54, 30, 45, 7
66, 7, 90, 96, 49, 7, 25, 66, 8, 4
66, 7, 90, 96, 49, 7, 7, 66, 87, 6
66, 45, 38, 84, 86, 3, 25, 66, 8, 4
66, 45, 38, 84, 86, 3, 7, 66, 87, 6
66, 32, 90, 59, 22, 1, 25, 66, 8, 4
66, 32, 90, 59, 22, 1, 7, 66, 87, 6
24, 2, 81, 75, 19, 9, 68, 24, 41, 4
30, 60, 39, 87, 62, 5, 11, 30, 65, 1
30, 60, 39, 87, 62, 5, 54, 30, 45, 7
30, 64, 73, 97, 28, 9, 11, 30, 65, 1
30, 64, 73, 97, 28, 9, 54, 30, 45, 7
90, 78, 55, 51, 84, 8, 22, 90, 56, 4
6, 47, 6, 33, 97, 2, 41, 6, 19, 7
6, 47, 6, 33, 97, 2, 99, 6, 33, 5
84, 82, 43, 2, 93, 2, 74, 84, 82, 1
60, 25, 54, 14, 93, 7, 92, 60, 86, 10
18, 65, 73, 69, 37, 4, 4, 18, 70, 10
18, 65, 73, 69, 37, 4, 37, 18, 18, 2
24, 61, 17, 49, 89, 3, 68, 24, 41, 4
6, 17, 38, 84, 96, 8, 41, 6, 19, 7
6, 17, 38, 84, 96, 8, 99, 6, 33, 5
66, 29, 70, 80, 95, 4, 25, 66, 8, 4
66, 29, 70, 80, 95, 4, 7, 66, 87, 6
90, 84, 83, 35, 68, 10, 22, 90, 56, 4
12, 3, 52, 88, 86, 8, 95, 12, 97, 2
48, 48, 2, 32, 51, 9, 9, 48, 100, 8
36, 58, 38, 63, 96, 5, 77, 36, 93, 3
48, 90, 92, 15, 57, 8, 9, 48, 100, 8
90, 49, 53, 92, 98, 10, 22, 90, 56, 4
36, 39, 72, 63, 79, 8, 77, 36, 93, 3
24, 35, 2, 41, 61, 7, 68, 24, 41, 4
30, 83, 73, 14, 44, 5, 11, 30, 65, 1
30, 83, 73, 14, 44, 5, 54, 30, 45, 7
30, 12, 22, 77, 34, 2, 11, 30, 65, 1
30, 12, 22, 77, 34, 2, 54, 30, 45, 7
60, 46, 87, 53, 92, 10, 92, 60, 86, 10
48, 71, 69, 94, 54, 3, 9, 48, 100, 8
12, 73, 17, 6, 8, 5, 95, 12, 97, 2
18, 98, 30, 16, 29, 6, 4, 18, 70, 10
18, 98, 30, 16, 29, 6, 37, 18, 18, 2
90, 55, 64, 50, 58, 10, 22, 90, 56, 4
12, 65, 55, 66, 90, 2, 95, 12, 97, 2
30, 59, 63, 41, 86, 9, 11, 30, 65, 1
30, 59, 63, 41, 86, 9, 54, 30, 45, 7
48, 54, 48, 62, 61, 5, 9, 48, 100, 8
48, 70, 5, 79, 41, 9, 9, 48, 100, 8
6, 69, 43, 35, 19, 5, 41, 6, 19, 7
6, 69, 43, 35, 19, 5, 99, 6, 33, 5
66, 72, 49, 12, 21, 6, 25, 66, 8, 4
66, 72, 49, 12, 21, 6, 7, 66, 87, 6
48, 97, 80, 36, 63, 7, 9, 48, 100, 8
18, 47, 9, 97, 24, 1, 4, 18, 70, 10
18, 47, 9, 97, 24, 1, 37, 18, 18, 2
12, 11, 25, 25, 20, 2, 95, 12, 97, 2
48, 22, 51, 13, 5, 4, 9, 48, 100, 8
48, 66, 63, 88, 42, 9, 9, 48, 100, 8
48, 23, 89, 6, 59, 10, 9, 48, 100, 8
36, 52, 25, 24, 80, 5, 77, 36, 93, 3
12, 41, 5, 57, 45, 2, 95, 12, 97, 2
24, 59, 91, 21, 40, 1, 68, 24, 41, 4
78, 36, 17, 15, 84, 6, 64, 78, 3, 9
24, 19, 8, 48, 32, 10, 68, 24, 41, 4
66, 29, 21, 47, 11, 1, 25, 66, 8, 4
66, 29, 21, 47, 11, 1, 7, 66, 87, 6
18, 7, 52, 53, 1, 10, 4, 18, 70, 10
18, 7, 52, 53, 1, 10, 37, 18, 18, 2
78, 39, 10, 53, 28, 10, 64, 78, 3, 9
84, 57, 15, 51, 36, 1, 74, 84, 82, 1
6, 100, 34, 42, 51, 2, 41, 6, 19, 7
6, 100, 34, 42, 51, 2, 99, 6, 33, 5
24, 100, 58, 54, 16, 9, 68, 24, 41, 4
24, 13, 93, 37, 13, 3, 68, 24, 41, 4
66, 72, 71, 18, 60, 5, 25, 66, 8, 4
66, 72, 71, 18, 60, 5, 7, 66, 87, 6
6, 53, 55, 56, 56, 1, 41, 6, 19, 7
6, 53, 55, 56, 56, 1, 99, 6, 33, 5
12, 54, 5, 53, 42, 9, 95, 12, 97, 2
36, 69, 86, 27, 41, 7, 77, 36, 93, 3
48, 78, 30, 29, 82, 6, 9, 48, 100, 8
60, 34, 61, 24, 2, 9, 92, 60, 86, 10
60, 14, 73, 2, 47, 5, 92, 60, 86, 10
30, 90, 85, 6, 97, 3, 11, 30, 65, 1
30, 90, 85, 6, 97, 3, 54, 30, 45, 7
78, 98, 56, 53, 41, 5, 64, 78, 3, 9
36, 30, 97, 32, 26, 8, 77, 36, 93, 3
48, 34, 28, 58, 69, 1, 9, 48, 100, 8
24, 64, 71, 56, 33, 5, 68, 24, 41, 4
12, 87, 73, 96, 65, 3, 95, 12, 97, 2
36, 4, 43, 39, 22, 4, 77, 36, 93, 3
60, 92, 88, 53, 87, 9, 92, 60, 86, 10
30, 24, 31, 28, 78, 5, 11, 30, 65, 1
30, 24, 31, 28, 78, 5, 54, 30, 45, 7
30, 77, 97, 91, 19, 2, 11, 30, 65, 1
30, 77, 97, 91, 19, 2, 54, 30, 45, 7
6, 9, 13, 51, 39, 8, 41, 6, 19, 7
6, 9, 13, 51, 39, 8, 99, 6, 33, 5
60, 7, 6, 6, 49, 7, 92, 60, 86, 10
48, 33, 45, 51, 32, 10, 9, 48, 100, 8
78, 85, 85, 33, 75, 10, 64, 78, 3, 9
30, 69, 45, 13, 64, 2, 11, 30, 65, 1
30, 69, 45, 13, 64, 2, 54, 30, 45, 7
18, 25, 80, 37, 49, 8, 4, 18, 70, 10
18, 25, 80, 37, 49, 8, 37, 18, 18, 2
18, 99, 95, 2, 36, 1, 4, 18, 70, 10
18, 99, 95, 2, 36, 1, 37, 18, 18, 2
24, 43, 70, 30, 13, 8, 68, 24, 41, 4
90, 54, 55, 45, 89, 10, 22, 90, 56, 4
84, 11, 93, 83, 67, 1, 74, 84, 82, 1
36, 27, 87, 1, 20, 1, 77, 36, 93, 3
78, 40, 10, 8, 71, 3, 64, 78, 3, 9
60, 65, 95, 78, 92, 8, 92, 60, 86, 10
30, 14, 32, 100, 99, 1, 11, 30, 65, 1
30, 14, 32, 100, 99, 1, 54, 30, 45, 7
6, 74, 57, 86, 19, 7, 41, 6, 19, 7
6, 74, 57, 86, 19, 7, 99, 6, 33, 5
66, 4, 80, 48, 51, 4, 25, 66, 8, 4
66, 4, 80, 48, 51, 4, 7, 66, 87, 6
24, 44, 32, 99, 83, 7, 68, 24, 41, 4
30, 35, 99, 98, 75, 6, 11, 30, 65, 1
30, 35, 99, 98, 75, 6, 54, 30, 45, 7
18, 83, 33, 11, 79, 4, 4, 18, 70, 10
