col1,col2,col3,col4,col5,pk
94,73,52,92,58,4
47,93,37,59,75,10
52,28,59,89,82,7
78,79,29,20,24,10
7,2,81,70,38,6
46,66,5,15,71,8
3,20,81,56,83,6
66,83,94,69,39,2
48,13,82,32,38,2
2,4,89,15,82,7
42,28,22,19,4,4
87,64,23,88,11,1
91,59,16,44,84,5
23,17,29,16,72,10
13,2,32,22,51,9
74,47,90,57,8,6
99,91,29,69,35,1
91,39,68,87,69,5
59,11,55,80,88,7
88,31,48,60,84,10
77,60,47,58,77,2
9,49,86,15,41,6
78,69,84,22,93,4
40,77,43,61,20,6
22,74,57,80,11,7
65,54,66,94,84,8
16,3,27,15,59,8
99,19,55,25,56,7
88,20,72,80,50,6
75,70,32,95,78,1
90,39,70,34,23,9
40,96,50,53,57,1
64,37,72,21,98,8
13,56,54,3,16,3
61,45,29,59,17,4
54,89,82,99,47,5
41,87,86,50,74,1
94,9,81,33,17,10
39,29,95,55,73,7
58,93,95,46,99,7
7,27,6,18,98,8
96,91,84,89,64,9
28,19,56,76,34,6
2,86,53,89,1,9
96,93,27,65,29,3
90,77,6,90,9,1
19,100,28,29,85,2
76,44,47,17,93,3
19,4,42,12,70,9
29,49,88,58,32,6
19,19,9,26,69,9
65,78,36,99,38,5
98,69,80,73,9,7
87,35,2,67,10,10
15,66,91,20,17,3
21,34,76,28,98,7
60,1,38,30,35,4
100,88,29,79,84,10
54,51,73,11,6,6
16,76,20,52,77,9
11,24,48,1,34,4
22,51,95,43,56,5
16,6,90,60,56,10
55,15,85,21,30,1
18,47,17,20,98,5
65,48,41,91,18,4
38,82,96,36,43,4
71,90,54,43,5,7
47,43,32,53,68,6
63,10,33,19,91,4
51,76,13,5,80,9
33,96,62,36,83,7
29,36,30,68,43,10
97,95,39,18,52,8
73,39,11,24,8,7
79,75,74,24,49,6
83,79,21,78,49,6
75,67,77,37,41,2
17,45,81,73,16,6
8,64,5,81,15,1
37,27,12,94,10,3
87,37,89,43,89,10
83,75,72,46,6,8
63,18,48,11,78,5
44,40,95,10,70,6
7,84,87,38,33,4
97,38,13,39,12,7
39,9,32,76,21,4
20,59,72,21,95,6
91,15,87,45,57,6
21,59,30,36,1,4
44,41,75,93,18,7
52,92,70,71,42,4
40,72,76,46,64,6
83,86,45,65,68,9
46,6,79,18,28,10
23,52,72,84,18,4
17,100,82,48,30,4
47,8,75,90,61,5
27,43,100,54,42,3
86,50,27,80,66,1
32,3,87,28,89,5
21,16,5,81,6,3
97,90,26,33,31,9
77,9,34,24,67,4
62,99,97,28,45,4
38,89,43,33,7,8
30,89,54,60,96,9
3,27,88,85,66,2
51,73,9,69,72,1
74,96,7,33,96,3
44,68,63,10,76,1
82,86,76,11,23,9
33,97,12,41,51,4
52,83,77,7,66,4
43,85,36,3,64,7
67,18,50,2,9,1
26,37,15,97,80,3
29,33,100,51,98,4
40,38,66,11,25,6
75,8,34,96,3,9
82,23,7,93,42,9
5,94,67,48,40,10
89,52,65,2,85,5
41,34,15,42,43,5
34,93,89,63,88,3
11,87,71,48,80,2
25,54,73,96,65,5
31,7,36,71,10,7
51,5,88,35,94,7
82,91,75,60,41,7
47,31,49,33,54,2
58,66,67,85,40,5
42,100,64,99,56,1
57,56,29,55,26,7
74,5,73,57,37,2
89,28,80,28,67,5
49,62,48,75,59,2
13,48,38,52,97,2
40,56,17,23,16,7
23,93,78,56,4,4
30,34,98,84,3,10
31,100,66,77,89,6
72,88,49,45,9,5
91,14,37,65,14,7
43,80,21,58,29,7
25,2,62,86,14,5
33,91,29,62,40,6
77,29,67,68,10,10
37,53,97,95,66,5
69,97,35,46,39,8
33,49,85,23,79,8
17,5,38,26,33,7
45,58,52,100,80,5
89,15,41,40,69,9
41,68,21,96,42,9
3,32,60,6,57,9
10,65,22,37,37,7
79,63,9,29,9,5
95,43,8,47,76,7
37,96,67,72,30,3
42,46,2,91,18,2
11,11,44,12,90,4
94,69,6,11,34,3
78,77,7,54,46,1
66,66,77,44,91,4
23,87,12,5,20,8
3,21,70,56,84,5
19,69,42,19,44,8
58,59,86,23,79,9
5,100,32,43,74,4
11,29,13,88,83,5
94,43,95,74,45,3
93,91,73,35,59,5
77,100,57,9,69,8
45,53,94,26,12,6
30,6,97,70,38,3
78,9,59,43,72,5
7,96,8,1,77,6
56,36,38,57,14,9
57,78,59,12,36,7
59,81,80,59,92,6
85,8,24,57,56,2
99,76,32,39,30,7
52,36,79,86,82,5
59,21,12,55,40,7
22,60,89,15,81,7
96,74,20,52,62,1
26,47,5,61,26,8
74,32,32,40,71,9
72,2,85,21,30,8
47,13,1,51,60,10
64,60,90,92,8,6
90,49,4,84,31,10
89,65,44,67,43,8
62,24,66,84,11,7
17,74,78,90,33,6
78,27,91,48,16,1
90,79,48,51,5,2
36,41,22,46,21,5
71,100,18,48,94,7
26,5,63,37,68,1
95,70,5,55,35,3
57,82,36,79,92,5
32,42,85,51,48,4
91,70,20,40,75,3
54,78,48,56,42,9
14,18,50,19,97,2
67,42,19,55,26,10
49,24,58,61,65,6
60,24,3,41,4,3
96,28,54,18,13,3
31,58,10,36,29,7
63,26,63,38,56,10
45,96,68,91,20,5
26,43,97,6,90,3
9,22,89,29,28,5
50,36,75,97,33,4
60,10,96,42,78,6
21,11,81,38,9,4
27,68,7,18,7,3
73,41,81,68,74,9
56,1,19,29,18,2
42,65,94,85,76,4
26,62,74,65,64,10
77,4,52,66,47,9
13,86,48,18,11,8
10,51,90,17,95,6
68,39,65,79,2,4
43,62,99,41,18,8
86,23,35,61,82,8
66,64,67,99,43,4
93,41,52,45,47,1
18,74,65,11,86,1
19,52,71,39,46,9
87,44,24,52,74,8
91,88,39,63,7,6
59,98,21,48,5,1
3,92,26,78,96,8
58,57,28,39,8,5
82,21,11,17,87,8
65,78,73,52,11,7
62,84,28,95,76,1
6,63,96,24,68,4
24,79,29,96,82,5
6,41,76,53,83,10
41,92,61,76,84,1
51,1,57,23,81,1
37,11,95,63,31,8
35,57,47,37,7,2
81,72,33,38,9,1
42,85,47,7,85,10
77,95,29,95,86,10
36,33,96,84,97,4
96,49,72,73,37,6
63,5,93,92,17,5
32,67,93,82,24,1
21,75,93,78,38,9
41,49,57,99,56,1
65,34,74,18,42,8
43,53,53,23,85,9
73,75,57,40,83,9
54,10,94,43,3,5
88,81,58,87,55,10
51,78,45,23,96,9
35,1,88,53,89,9
38,37,90,90,99,2
34,42,51,45,82,4
6,39,82,19,94,5
41,42,78,44,3,6
70,2,45,86,96,2
17,9,31,38,51,3
34,12,76,54,44,10
83,18,73,5,83,1
38,32,43,22,22,7
57,41,9,25,70,7
37,1,98,84,24,6
90,70,89,5,61,3
3,66,44,9,9,1
58,1,53,91,92,8
43,57,17,40,61,7
16,56,13,12,26,4
30,18,100,9,92,1
56,61,8,3,60,10
38,59,32,4,97,4
94,78,11,58,36,8
63,28,13,18,64,6
51,26,48,7,49,2
30,100,64,98,20,8
87,11,54,72,100,1
54,4,77,77,39,2
53,60,12,32,9,10
83,74,76,57,98,6
7,60,3,67,56,8
59,55,27,84,78,10
92,53,95,63,24,2
100,36,54,22,54,10
18,2,85,27,13,10
79,33,84,95,51,4
40,16,32,41,55,4
56,66,66,57,58,5
25,8,23,7,65,5
81,90,8,10,4,8
52,44,43,28,70,8
72,67,6,74,63,7
24,94,25,78,9,4
91,49,44,57,100,4
2,45,86,98,30,1
5,55,3,15,66,4
30,11,43,82,33,2
54,19,40,25,45,3
15,74,76,44,37,3
27,11,49,93,100,9
67,37,69,11,85,7
89,44,5,71,74,5
19,64,89,54,96,4
37,72,100,89,30,1
57,55,81,88,96,5
71,34,59,37,77,3
24,9,90,54,42,3
7,13,86,42,40,5
88,28,74,94,71,2
18,26,59,83,87,10
71,96,36,31,35,2
14,96,13,47,61,7
19,1,41,89,35,7
9,60,21,18,24,4
22,87,35,87,41,1
63,53,3,64,81,10
92,52,71,78,13,7
75,36,37,82,99,6
76,97,33,48,37,9
91,30,27,56,98,8
55,52,52,21,3,3
9,37,2,87,91,2
80,32,72,7,79,3
37,5,59,28,71,6
63,27,54,17,4,6
21,99,86,63,99,2
18,13,77,32,9,10
51,2,55,66,37,9
62,21,55,47,42,5
56,2,43,86,21,6
3,9,21,79,100,1
74,100,68,82,6,2
56,79,31,94,21,3
28,22,76,63,23,1
37,94,56,99,39,8
10,16,49,86,54,7
67,85,37,33,25,10
71,63,94,74,39,10
58,75,9,85,22,8
4,17,69,53,9,6
6,79,45,28,50,10
80,37,3,95,28,6
35,60,83,20,92,5
69,70,43,27,19,9
90,83,100,60,22,6
72,65,34,3,95,5
78,24,21,92,95,5
100,90,83,30,100,7
63,18,6,81,61,7
67,63,74,69,90,3
69,7,10,60,77,8
25,90,53,75,90,8
45,20,64,95,82,2
64,15,90,22,47,1
5,86,41,73,82,5
46,70,91,41,78,2
79,46,26,97,93,2
79,79,74,29,12,2
88,51,47,67,31,6
31,66,25,63,49,2
78,30,52,21,74,6
53,47,6,49,6,7
74,37,39,6,77,9
40,57,48,38,44,8
62,91,58,21,52,1
8,39,74,63,74,2
66,65,59,44,94,3
80,70,8,4,92,7
45,100,33,17,83,10
5,64,34,14,89,8
45,61,24,76,43,10
50,79,55,98,94,1
44,82,37,28,75,6
44,15,48,59,45,10
48,41,33,81,3,3
29,67,14,44,21,9
95,37,72,10,98,10
35,54,33,10,1,2
86,61,56,84,6,5
48,67,35,84,42,6
97,37,53,33,31,5
77,87,35,13,49,2
84,100,42,100,75,2
16,6,31,1,28,2
96,84,32,73,36,8
51,86,76,13,35,5
30,84,8,39,75,4
41,38,39,41,16,8
9,3,49,29,74,3
66,7,90,96,49,7
66,45,38,84,86,3
69,72,31,41,41,5
25,57,8,88,58,7
32,26,38,55,40,7
47,50,40,70,37,5
25,3,97,8,49,3
19,1,86,46,48,9
29,60,9,25,21,6
91,52,16,4,80,8
16,35,17,97,17,5
74,36,62,34,71,5
13,24,1,16,73,8
8,69,59,88,96,6
28,49,96,65,89,8
45,51,71,75,6,3
2,85,25,93,64,5
20,17,4,69,6,3
75,60,31,28,58,8
95,39,39,20,10,8
46,93,48,7,22,8
86,85,31,96,35,3
4,10,98,38,78,6
53,81,72,84,51,8
53,83,81,24,95,9
72,29,77,18,12,3
8,82,37,25,48,3
27,35,43,22,33,9
75,32,96,71,25,5
61,11,87,38,60,2
89,22,70,19,62,8
97,33,10,72,90,8
66,32,90,59,22,1
27,68,63,86,3,10
24,2,81,75,19,9
33,17,5,63,44,6
40,35,95,9,26,5
74,2,41,40,69,5
63,48,38,79,77,9
25,44,100,95,15,1
62,4,99,72,89,9
9,29,73,70,19,3
32,32,17,53,36,10
53,18,43,37,41,10
85,27,27,1,7,6
23,68,76,7,78,1
31,25,24,31,50,4
30,60,39,87,62,5
30,64,73,97,28,9
54,76,2,44,49,1
27,44,2,10,38,6
54,100,12,94,48,6
46,36,34,13,97,4
40,75,75,17,33,8
34,9,95,31,36,2
46,78,4,12,29,10
33,24,69,44,76,3
7,100,20,54,50,6
90,78,55,51,84,8
67,76,39,86,23,10
69,81,55,3,14,3
63,28,52,57,54,6
44,81,91,50,41,9
69,97,44,29,92,4
70,92,59,9,22,7
98,1,57,24,30,2
6,47,6,33,97,2
17,92,27,6,49,10
98,82,92,59,62,3
91,29,19,48,23,2
11,37,25,55,7,6
70,51,30,78,99,8
32,72,15,52,9,4
84,82,43,2,93,2
19,19,56,93,26,7
10,35,61,77,61,7
67,68,42,93,57,9
33,24,57,86,93,7
77,85,58,98,45,8
89,29,81,38,45,9
65,81,21,80,68,5
46,16,42,35,83,7
42,100,7,72,30,7
1,10,53,85,32,4
40,29,73,18,27,10
60,25,54,14,93,7
59,68,64,57,55,9
14,55,33,9,36,10
41,63,8,96,53,1
32,31,25,19,6,7
32,48,39,73,22,2
8,39,9,4,8,3
46,90,2,63,61,2
5,28,73,7,40,9
88,52,2,98,7,4
94,14,11,43,98,5
26,1,95,51,95,6
51,96,88,89,40,9
50,19,93,59,61,10
16,34,86,83,41,6
70,98,77,16,7,10
45,24,17,21,47,2
18,65,73,69,37,4
7,45,28,61,12,1
54,72,37,87,94,4
3,42,50,60,68,10
34,33,9,64,15,5
76,70,31,26,30,10
40,82,82,94,28,5
53,60,86,59,50,3
41,69,11,24,65,6
42,70,31,47,67,7
24,61,17,49,89,3
5,68,55,91,87,9
9,14,70,2,92,9
58,30,23,99,34,10
17,62,59,32,20,4
9,66,81,99,48,5
88,9,88,28,86,5
50,39,62,9,17,8
64,51,5,10,13,4
96,27,14,11,30,10
92,60,44,34,52,8
64,6,56,94,29,10
28,61,6,77,31,2
1,75,45,33,4,6
56,2,4,90,52,6
1,15,61,52,51,8
62,31,47,60,100,7
71,62,9,60,99,5
6,17,38,84,96,8
69,10,80,66,96,2
65,29,70,52,90,1
20,86,19,34,29,10
62,85,55,71,71,2
11,70,76,50,73,8
62,18,55,49,6,3
61,38,57,40,29,9
51,11,16,47,16,6
93,11,93,37,34,6
8,62,73,92,79,6
69,39,83,31,87,9
38,90,55,82,94,5
89,44,26,85,7,4
59,29,2,41,38,4
73,14,23,33,34,3
96,98,30,49,20,6
66,29,70,80,95,4
62,19,67,10,84,10
69,45,93,5,69,9
31,76,88,60,50,2
68,25,4,10,72,2
44,17,77,61,55,6
4,91,24,77,23,9
49,48,38,16,91,7
22,24,59,84,70,1
95,34,7,49,81,4
54,65,42,61,21,9
90,84,83,35,68,10
61,35,38,7,96,9
47,57,21,7,77,4
12,3,52,88,86,8
55,72,64,95,3,3
48,48,2,32,51,9
32,49,46,17,50,3
11,80,95,42,39,6
36,58,38,63,96,5
83,100,17,54,1,10
88,52,17,9,25,9
70,90,44,100,33,8
2,8,30,24,42,5
48,90,92,15,57,8
71,19,24,49,77,4
43,37,5,51,73,1
83,99,64,22,89,2
90,49,53,92,98,10
53,92,32,34,88,5
86,75,89,3,82,1
34,77,91,51,25,7
75,57,10,73,3,7
29,58,50,79,74,9
49,9,66,5,20,6
35,93,28,84,17,1
31,33,8,59,82,8
36,39,72,63,79,8
63,50,32,48,74,4
51,40,37,62,64,4
39,33,17,79,24,3
16,89,89,59,38,2
41,75,40,64,35,10
24,35,2,41,61,7
51,58,36,38,66,1
45,55,2,23,10,4
41,95,64,29,64,4
87,60,48,57,15,3
51,6,62,100,59,5
88,75,40,2,75,8
87,55,42,84,18,9
50,11,44,46,31,1
30,83,73,14,44,5
30,12,22,77,34,2
75,66,58,63,84,7
42,47,2,76,31,2
39,85,80,42,98,10
75,95,99,31,83,10
60,46,87,53,92,10
23,54,12,93,82,1
22,71,4,75,14,3
59,73,91,22,56,4
48,71,69,94,54,3
16,23,58,84,51,6
25,23,65,37,70,8
49,67,74,1,14,8
10,8,63,17,63,10
1,25,91,17,87,8
80,92,63,8,83,7
29,79,78,48,77,2
43,42,42,16,44,9
11,69,46,11,85,10
11,82,63,78,31,2
88,69,56,41,2,10
12,73,17,6,8,5
18,98,30,16,29,6
67,60,27,84,77,5
8,97,49,100,18,8
81,57,99,52,50,3
8,85,30,91,61,10
90,55,64,50,58,10
15,11,20,75,99,7
10,49,61,98,52,5
80,44,51,75,28,10
27,79,30,73,51,5
92,85,45,9,59,4
87,95,97,92,44,5
68,16,13,24,54,3
85,37,88,50,11,4
73,49,77,61,36,4
50,65,39,13,41,6
51,33,69,94,83,6
35,25,88,76,6,1
56,95,5,60,21,1
42,38,80,22,23,3
23,63,33,92,97,6
83,65,8,36,21,7
74,15,51,4,20,3
19,49,30,96,90,2
12,65,55,66,90,2
8,27,36,94,52,6
47,7,15,86,79,5
59,82,32,50,95,1
30,59,63,41,86,9
26,74,2,71,73,8
4,16,17,84,68,3
72,84,9,48,35,1
25,49,79,7,67,3
48,54,48,62,61,5
95,2,76,39,95,8
87,36,47,92,8,6
8,84,96,15,9,7
3,41,73,28,52,6
23,37,1,13,22,8
69,67,66,22,73,8
48,70,5,79,41,9
21,6,74,3,9,2
6,69,43,35,19,5
57,86,98,26,52,10
92,36,50,83,17,1
71,27,19,92,69,3
59,85,30,4,10,10
74,20,98,5,38,8
33,74,74,31,81,5
14,51,72,20,83,7
58,42,81,32,46,5
58,39,82,58,30,5
31,93,99,73,31,4
67,38,42,93,100,3
65,42,52,33,4,6
66,72,49,12,21,6
48,97,80,36,63,7
27,54,71,49,81,9
85,38,2,86,37,6
49,4,41,31,47,10
88,57,56,32,47,6
97,61,100,96,1,8
95,40,71,17,91,8
4,89,83,81,15,3
52,30,77,78,93,9
97,55,90,26,26,6
9,69,5,17,78,10
15,77,26,1,91,2
68,57,41,90,23,10
18,47,9,97,24,1
92,20,24,92,13,7
100,48,8,75,24,10
95,91,89,62,71,5
31,9,56,25,68,9
20,89,40,56,93,4
98,98,74,44,24,3
27,95,4,82,51,7
65,97,55,41,48,7
43,85,70,17,94,5
10,4,96,41,95,3
12,11,25,25,20,2
40,80,86,98,49,3
56,5,58,23,76,1
22,24,47,91,68,8
82,98,75,9,48,7
10,37,71,67,48,3
86,30,8,95,44,7
50,76,65,14,23,7
20,89,99,11,6,10
23,10,66,6,14,2
15,83,36,94,63,5
34,49,62,5,47,10
33,57,97,93,34,4
59,64,37,40,68,7
82,31,41,24,49,7
48,22,51,13,5,4
61,25,95,8,71,9
54,74,24,74,49,1
48,66,63,88,42,9
48,23,89,6,59,10
38,70,25,86,52,7
7,41,78,15,55,7
35,86,73,40,21,4
7,28,77,45,11,6
47,70,1,57,92,6
50,55,91,81,47,4
36,52,25,24,80,5
22,37,46,92,51,8
89,17,63,48,60,10
34,65,42,58,39,9
21,97,5,8,26,8
3,18,73,84,18,5
34,43,72,94,30,4
12,41,5,57,45,2
54,99,97,20,90,9
24,59,91,21,40,1
26,68,78,99,64,3
93,88,31,11,30,3
98,77,74,72,15,8
4,37,86,49,73,2
78,36,17,15,84,6
24,19,8,48,32,10
15,58,36,10,100,8
67,77,82,42,15,1
66,29,21,47,11,1
62,96,45,9,44,6
21,67,50,34,78,2
58,17,82,17,7,1
2,20,36,68,26,4
42,14,24,10,97,4
18,7,52,53,1,10
71,20,79,92,51,10
68,82,84,37,15,10
4,84,18,91,2,8
37,94,46,100,20,3
69,43,55,26,65,9
65,41,96,41,26,9
78,39,10,53,28,10
84,57,15,51,36,1
76,35,90,35,87,10
27,62,28,86,84,7
81,31,29,15,68,6
57,100,77,56,40,5
98,23,15,15,36,1
34,73,28,91,15,4
13,84,77,11,38,5
54,43,42,30,30,3
40,40,70,67,77,1
6,100,34,42,51,2
81,14,67,37,26,2
52,17,46,50,80,3
26,68,83,64,95,6
75,26,47,15,8,5
15,17,44,54,44,10
5,50,99,56,42,8
80,55,4,69,85,1
75,86,80,3,79,3
25,58,9,7,44,9
24,100,58,54,16,9
34,66,91,94,40,8
37,85,6,99,69,7
39,56,23,60,53,9
21,2,7,61,10,10
24,13,93,37,13,3
47,89,26,40,25,10
42,46,17,45,80,9
63,46,32,56,89,2
23,89,43,83,85,6
63,86,85,51,98,3
46,37,75,59,61,10
54,88,35,78,18,3
26,2,18,83,71,6
41,28,19,47,5,7
5,39,43,18,85,2
98,94,53,51,75,3
100,74,20,42,97,2
43,81,92,1,62,9
34,92,66,99,36,9
27,69,40,8,7,5
23,24,57,25,60,10
66,72,71,18,60,5
83,45,35,55,73,1
76,87,73,86,40,3
21,71,8,15,7,2
6,53,55,56,56,1
53,13,83,43,25,5
76,45,64,69,14,1
39,4,53,39,18,3
88,65,9,82,6,8
80,16,20,37,11,2
55,39,84,93,74,6
12,54,5,53,42,9
25,72,24,25,91,8
62,63,27,79,51,1
67,89,15,33,95,7
36,69,86,27,41,7
92,100,40,6,88,8
19,31,66,66,62,4
38,21,90,16,18,5
87,23,24,38,24,9
76,20,28,80,94,1
73,41,90,29,38,6
48,78,30,29,82,6
4,33,100,51,14,9
87,89,79,36,62,1
62,26,79,13,38,4
89,54,70,80,43,7
99,50,48,55,95,4
98,14,80,1,16,7
4,77,64,13,69,7
63,100,12,29,28,8
96,75,40,33,72,9
5,33,11,89,74,5
39,11,1,63,15,9
67,98,26,27,29,6
80,50,31,16,53,6
88,52,30,58,82,5
2,80,15,82,100,1
31,78,17,75,15,2
14,25,5,32,79,5
60,34,61,24,2,9
25,12,11,92,93,1
94,81,15,43,20,6
67,94,2,67,45,6
74,88,36,86,91,6
69,3,31,12,3,8
11,93,84,77,65,4
59,80,58,18,96,3
47,57,83,75,26,4
46,46,92,45,84,3
27,43,54,91,18,9
40,80,67,56,75,1
14,99,10,83,68,6
44,82,59,52,79,6
100,51,87,17,97,4
79,99,94,77,84,4
52,38,92,14,99,7
28,25,28,17,59,9
88,48,87,77,70,6
75,8,38,98,67,1
8,64,44,17,27,10
97,67,65,89,38,7
82,10,48,43,51,2
11,34,37,21,32,7
45,46,57,58,84,4
5,93,17,48,47,7
97,85,97,90,31,7
20,26,87,53,31,6
80,82,4,69,56,4
86,61,8,35,99,10
11,91,5,46,47,5
60,14,73,2,47,5
35,5,63,30,52,3
9,99,93,44,63,9
88,66,89,12,68,8
53,22,88,77,50,2
30,90,85,6,97,3
91,16,45,47,90,7
49,66,36,7,67,10
1,69,68,33,14,7
67,83,5,39,82,10
54,49,13,71,9,6
9,55,44,66,84,7
82,26,19,57,99,4
78,98,56,53,41,5
19,35,43,66,39,5
68,21,74,20,61,9
45,33,64,2,67,8
10,57,9,28,48,7
22,64,28,41,78,2
36,30,97,32,26,8
44,67,41,35,88,2
33,8,100,91,18,1
13,42,29,15,3,8
82,64,62,88,67,8
29,60,43,23,85,9
82,2,42,42,68,1
75,21,72,5,27,5
11,71,14,52,72,5
80,77,65,93,30,1
43,49,89,64,27,4
46,46,44,96,99,4
57,97,34,45,41,4
40,66,98,6,90,4
41,32,87,61,9,2
39,70,96,43,47,5
7,52,29,91,19,2
100,88,39,56,19,1
54,10,44,88,17,4
33,58,20,91,77,6
17,19,11,19,50,1
77,69,70,30,87,10
70,47,32,82,10,5
26,87,8,73,66,2
48,34,28,58,69,1
69,41,8,39,88,5
77,51,5,3,84,1
9,48,32,71,48,1
97,96,64,78,100,9
64,40,80,77,78,2
45,25,50,87,2,3
73,93,42,66,31,1
24,64,71,56,33,5
45,84,26,58,22,8
85,95,60,80,26,10
95,60,82,88,46,1
19,19,41,56,95,2
56,11,24,34,57,1
31,20,10,100,49,4
56,14,18,84,17,4
11,68,17,40,5,3
45,50,74,96,25,5
19,89,77,9,74,5
15,31,7,86,15,4
44,32,7,10,69,8
12,87,73,96,65,3
68,77,40,31,19,5
22,8,66,54,26,10
20,14,1,83,62,3
14,7,19,77,81,5
68,35,100,5,64,8
36,4,43,39,22,4
53,51,61,50,80,4
60,92,88,53,87,9
22,12,64,32,11,6
93,55,26,37,82,4
51,42,27,16,53,9
19,42,99,57,24,9
57,96,77,77,72,5
28,75,39,19,65,4
16,38,88,78,68,7
72,1,7,27,12,9
99,48,70,88,5,4
44,43,75,77,12,8
49,16,13,3,65,10
88,100,6,9,18,8
15,95,23,1,18,5
46,55,97,66,57,5
37,40,24,32,45,9
44,59,89,16,8,1
20,11,42,80,54,3
25,78,50,60,40,4
39,87,94,21,39,8
68,30,30,47,58,10
69,89,17,42,29,4
39,15,11,70,41,5
26,28,67,73,41,5
44,70,2,68,70,7
51,74,82,39,32,2
79,57,60,88,65,5
30,24,31,28,78,5
23,79,66,19,93,4
45,2,82,53,12,5
68,73,79,8,79,2
30,77,97,91,19,2
61,5,73,61,53,2
52,22,1,22,4,3
91,2,86,65,63,5
5,62,56,79,92,1
63,75,37,78,24,3
64,16,2,34,42,4
93,52,65,53,22,1
42,45,29,95,5,1
21,54,44,76,73,4
6,9,13,51,39,8
77,100,58,89,81,8
82,72,27,98,81,5
60,7,6,6,49,7
48,33,45,51,32,10
41,73,15,88,11,6
43,38,52,5,60,10
22,13,23,7,51,2
95,48,91,82,56,9
67,41,66,66,10,1
31,12,15,92,44,1
88,7,17,9,53,10
51,23,100,89,10,2
1,95,21,48,32,8
41,11,43,21,71,4
44,48,60,49,74,1
52,76,43,69,75,9
78,85,85,33,75,10
79,82,75,77,28,1
59,38,51,98,73,7
58,33,67,57,41,2
64,86,40,58,91,5
37,29,76,46,25,1
13,11,70,40,95,5
99,90,83,5,2,9
96,78,17,80,98,8
30,69,45,13,64,2
17,6,36,13,58,4
89,57,11,75,16,8
18,25,80,37,49,8
65,15,31,77,37,4
18,99,95,2,36,1
2,11,53,42,53,7
71,64,98,30,76,10
33,36,1,53,16,9
2,83,36,41,24,6
5,79,97,28,48,10
64,30,87,30,29,4
70,94,11,89,18,1
88,98,67,18,91,8
61,51,81,48,61,3
29,13,2,49,97,4
10,58,92,6,85,7
65,6,42,49,18,10
24,43,70,30,13,8
52,85,48,18,75,2
96,69,63,91,45,8
82,29,19,41,2,4
87,38,64,39,89,6
26,60,10,32,31,4
5,85,57,38,30,7
1,82,39,3,42,6
90,54,55,45,89,10
19,12,40,72,38,6
19,33,71,40,74,5
4,32,7,44,22,1
67,8,77,62,93,5
96,68,5,96,41,6
73,60,41,39,31,5
37,69,23,38,11,2
26,65,37,29,53,7
14,54,100,99,37,6
29,80,11,52,81,4
37,18,82,61,75,7
9,88,96,35,36,9
79,50,80,36,84,6
99,95,39,20,22,8
43,98,48,67,78,3
80,6,99,37,48,8
42,28,4,90,15,8
35,47,38,42,21,5
11,98,50,83,61,3
88,76,54,28,23,8
46,87,61,34,25,1
84,11,93,83,67,1
16,74,23,44,44,6
58,31,54,10,52,1
38,9,35,20,21,6
85,76,8,91,31,5
95,60,79,30,60,3
41,59,82,3,48,1
20,64,9,52,60,6
21,30,89,16,28,6
36,27,87,1,20,1
21,99,1,12,99,10
95,10,70,13,95,9
67,9,56,82,16,7
34,81,4,100,19,1
2,53,39,92,78,8
93,10,72,90,76,9
72,64,37,17,52,8
86,76,63,79,82,9
97,22,27,24,8,4
3,61,69,19,50,7
54,9,95,52,74,5
38,70,14,100,93,9
82,48,4,25,87,1
50,25,79,18,99,6
89,36,56,62,66,4
2,58,17,87,28,8
22,58,7,37,56,8
44,86,38,53,15,6
7,58,67,36,61,4
47,30,61,25,12,9
100,74,88,80,57,3
67,81,47,5,25,4
75,60,11,6,88,3
35,77,10,91,78,3
83,83,49,97,97,8
78,40,10,8,71,3
83,29,20,2,35,10
79,90,31,35,98,8
100,96,50,96,87,8
93,76,37,81,30,2
38,3,12,62,20,1
56,65,18,41,97,2
75,39,64,97,84,2
43,4,7,93,68,5
58,40,90,84,88,6
60,65,95,78,92,8
19,82,57,17,27,6
35,45,47,93,71,4
47,52,40,100,6,10
81,70,60,89,70,7
95,69,14,76,65,8
50,72,62,49,38,8
44,58,64,62,20,6
30,14,32,100,99,1
5,74,80,77,82,9
68,13,6,77,25,4
64,75,19,24,1,5
57,22,95,74,10,3
75,34,1,96,28,10
55,61,22,19,6,7
40,36,63,26,63,7
35,82,4,93,37,10
43,82,97,24,56,10
37,93,99,58,52,8
97,45,22,64,71,4
6,74,57,86,19,7
53,21,13,73,88,9
81,95,66,35,74,4
58,35,14,16,23,8
66,4,80,48,51,4
71,50,93,43,6,7
96,2,58,77,15,4
24,44,32,99,83,7
1,47,51,37,84,1
69,24,20,54,94,7
30,35,99,98,75,6
49,57,81,84,88,1
57,99,48,29,14,10
59,88,34,54,88,9
89,40,74,28,83,9
47,75,91,4,11,8
32,22,90,81,86,4
45,97,49,89,21,10
22,10,43,40,66,3
77,68,8,66,72,6
29,4,21,51,32,10
29,8,79,53,76,10
58,3,47,35,44,8
58,19,42,78,93,1
89,83,97,58,63,3
43,62,37,27,50,1
100,43,73,25,68,1
49,85,67,19,11,8
11,39,71,38,87,9
70,16,52,58,15,2
97,82,100,38,18,6
18,83,33,11,79,4
19,50,91,53,70,7
52,21,68,14,68,3
65,9,67,63,27,4
13,68,82,6,23,1
36,26,73,13,83,9
22,31,23,5,31,9
